respondent_id,country,sex,age,urban_rural,income_level,marital_status,education,life_satisfaction,freedom_of_choice,financial_satisfaction,trust_people,importance_of_god,emancipative_values,secular_values,avg_satisfaction,age_group
344070683,Hong Kong SAR,Male,61,Urban,Medium,Married,Lower,8,8,8,Not trusted,2,0.510046296,0.4975,8,61+
344070712,Hong Kong SAR,Male,61,Urban,Medium,Married,Lower,7,8,5,Trusted,5,0.378518519,0.6775,6,61+
344071825,Hong Kong SAR,Male,61,Urban,Medium,Married,Middle,7,7,5,Not trusted,10,0.535925926,0.18,6,61+
344071783,Hong Kong SAR,Male,61,Urban,Medium,Single,Higher,7,7,7,Trusted,4,0.481851852,0.7058333333,7,61+
344072035,Hong Kong SAR,Female,61,Urban,Medium,Married,Higher,8,8,8,Trusted,10,0.449861111,0.415,8,61+
344070006,Hong Kong SAR,Female,61,Urban,Low,Married,Middle,8,9,10,Trusted,2,0.424537037,0.5258333333,9,61+
344071466,Hong Kong SAR,Male,61,Urban,Medium,Married,Higher,8,8,8,Trusted,5,0.244259259,0.6369444444,8,61+
360070595,Indonesia,Male,61,Rural,Medium,Married,Lower,7,3,5,Not trusted,10,0.3325,0.1513888889,6,61+
360073053,Indonesia,Male,61,Rural,Low,Married,Lower,1,10,2,Not trusted,10,0.200416667,0.0966666667,1.5,61+
360072621,Indonesia,Male,61,Rural,Low,Married,Lower,2,9,2,Not trusted,10,0.305,0.2491666667,2,61+
360071919,Indonesia,Female,61,Rural,Low,Married,Lower,6,7,5,Not trusted,10,0.269166667,0.0827777778,5.5,61+
360072155,Indonesia,Male,61,Rural,Medium,Married,Lower,7,10,9,Not trusted,10,0.330185185,0.2216666667,8,61+
360071658,Indonesia,Male,61,Rural,Low,Married,Lower,7,8,6,Not trusted,10,0.249166667,0.1238888889,6.5,61+
360070326,Indonesia,Male,61,Urban,Medium,Married,Middle,6,6,6,Not trusted,10,0.362175926,0.3738888889,6,61+
360071221,Indonesia,Female,61,Rural,Medium,Married,Lower,9,8,10,Not trusted,10,0.269722222,0.3605555556,9.5,61+
360072760,Indonesia,Female,61,Rural,Low,Divorced,Lower,7,6,8,Not trusted,10,0.3675,0.1660330556,7.5,61+
360072116,Indonesia,Male,61,Rural,High,Married,Lower,8,5,8,Not trusted,10,0.31125,0.1941666667,8,61+
360070110,Indonesia,Male,61,Rural,Low,Married,Middle,5,8,5,Not trusted,10,0.395,0.1797222222,5,61+
360070872,Indonesia,Male,61,Rural,Low,Married,Lower,10,10,10,Not trusted,10,0.29125,0.1797222222,10,61+
458070063,Malaysia,Female,61,Rural,Low,Widowed,Lower,8,7,6,Not trusted,10,0.25625,0.1102777778,7,61+
458070269,Malaysia,Male,61,Rural,Medium,Married,Middle,10,10,10,Not trusted,10,0.374583333,0,10,61+
458070441,Malaysia,Male,61,Urban,High,Married,Higher,5,5,5,Not trusted,6,0.491111111,0.6916666667,5,61+
458070548,Malaysia,Male,61,Urban,Medium,Married,Higher,9,9,7,Not trusted,10,0.470833333,0.1925,8,61+
458070712,Malaysia,Female,61,Urban,Medium,Married,Lower,10,10,10,Trusted,9,0.430925926,0.1933333333,10,61+
458071057,Malaysia,Male,61,Urban,Medium,Married,Higher,8,9,7,Not trusted,8,0.351018519,0.4983333333,7.5,61+
792071138,Turkey,Female,61,Urban,Medium,Widowed,Higher,7,9,6,Not trusted,10,0.278564815,0.3038888889,6.5,61+
792070501,Turkey,Male,61,Urban,Low,Married,Lower,6,8,6,Not trusted,10,0.204907407,0.1105555556,6,61+
344070430,Hong Kong SAR,Female,60,Urban,Medium,Married,Middle,8,8,6,Trusted,6,0.592037037,0.3866666667,7,45-60
344070483,Hong Kong SAR,Female,60,Urban,Low,Widowed,Lower,1,1,1,Not trusted,1,0.626481482,0.7169775,1,45-60
344070486,Hong Kong SAR,Male,60,Urban,Low,Married,Lower,5,6,7,Not trusted,1,0.400833333,0.5258333333,6,45-60
344071819,Hong Kong SAR,Male,60,Urban,Medium,Married,Lower,8,8,7,Not trusted,4,0.427268519,0.6366666667,7.5,45-60
344070479,Hong Kong SAR,Male,60,Urban,Low,Married,Lower,7,8,8,Not trusted,5,0.537824074,0.6227777778,7.5,45-60
344071777,Hong Kong SAR,Male,60,Urban,Medium,Married,Higher,7,7,7,Not trusted,7,0.45287037,0.6786111111,7,45-60
344070585,Hong Kong SAR,Male,60,Urban,Low,Married,Higher,5,5,5,Not trusted,1,0.410925926,0.5557408333,5,45-60
344070655,Hong Kong SAR,Female,60,Urban,Medium,Married,Middle,7,4,5,Not trusted,9,0.611,0.2897222222,6,45-60
344071652,Hong Kong SAR,Female,60,Urban,Medium,Married,Middle,8,8,9,Not trusted,1,0.718796296,0.5825,8.5,45-60
344071560,Hong Kong SAR,Male,60,Urban,Low,Married,Middle,6,7,6,Trusted,5,0.500787037,0.6094444444,6,45-60
344070702,Hong Kong SAR,Male,60,Urban,Medium,Married,Lower,6,4,5,Not trusted,2,0.304722222,0.5261111111,5.5,45-60
344070319,Hong Kong SAR,Male,60,Urban,Medium,Married,Lower,10,10,7,Not trusted,5,0.413518519,0.4566666667,8.5,45-60
344071538,Hong Kong SAR,Female,60,Urban,Medium,Married,Middle,6,6,6,Trusted,5,0.4225,0.4975,6,45-60
344071853,Hong Kong SAR,Female,60,Urban,Medium,Married,Lower,7,7,7,Not trusted,7,0.586851852,0.485,7,45-60
344071356,Hong Kong SAR,Female,60,Urban,Medium,Married,Higher,8,8,8,Trusted,5,0.613009259,0.47,8,45-60
344071248,Hong Kong SAR,Male,60,Urban,Medium,Married,Middle,5,5,5,Trusted,5,0.392546296,0.6644444444,5,45-60
344070148,Hong Kong SAR,Female,60,Urban,Low,Widowed,Lower,7,7,5,Not trusted,1,0.411203704,0.3875,6,45-60
344071551,Hong Kong SAR,Female,60,Urban,Medium,Married,Middle,7,7,7,Trusted,5,0.409166667,0.5266666667,7,45-60
344070313,Hong Kong SAR,Male,60,Urban,High,Married,Higher,7,7,7,Not trusted,2,0.459537037,0.4563888889,7,45-60
344071849,Hong Kong SAR,Female,60,Urban,Low,Married,Middle,6,5,6,Trusted,1,0.394861111,0.4566666667,6,45-60
344070627,Hong Kong SAR,Male,60,Urban,Medium,Married,Higher,6,6,7,Not trusted,6,0.290416667,0.6641666667,6.5,45-60
344071108,Hong Kong SAR,Male,60,Urban,Medium,Married,Higher,7,7,6,Not trusted,7,0.443611111,0.6369444444,6.5,45-60
344071850,Hong Kong SAR,Male,60,Urban,Medium,Married,Higher,5,5,5,Trusted,4,0.639259259,0.65,5,45-60
344070239,Hong Kong SAR,Male,60,Urban,Low,Married,Lower,3,3,2,Not trusted,2,0.413240741,0.3741666667,2.5,45-60
344070053,Hong Kong SAR,Female,60,Urban,Medium,Divorced,Lower,10,10,8,Trusted,10,0.422083333,0.1925,9,45-60
344072065,Hong Kong SAR,Female,60,Urban,Medium,Married,Middle,6,10,6,Not trusted,2,0.410925926,0.2483333333,6,45-60
360072070,Indonesia,Male,60,Rural,Low,Married,Higher,8,8,5,Not trusted,10,0.410787037,0.3188888889,6.5,45-60
360072326,Indonesia,Male,60,Urban,Low,Married,Middle,8,8,7,Not trusted,9,0.380416667,0.3180555556,7.5,45-60
360071139,Indonesia,Female,60,Rural,Medium,Married,Lower,2,5,4,Not trusted,10,0.401805556,0.3605555556,3,45-60
360071781,Indonesia,Female,60,Urban,Medium,Married,Middle,5,10,7,Not trusted,10,0.200833333,0.1930555556,6,45-60
360070458,Indonesia,Female,60,Rural,Low,Married,Lower,9,10,2,Not trusted,10,0.104166667,0.2633333333,5.5,45-60
360071428,Indonesia,Male,60,Urban,Low,Married,Middle,7,7,6,Not trusted,10,0.445805185,0.1658333333,6.5,45-60
360071107,Indonesia,Male,60,Rural,Medium,Married,Lower,4,7,3,Not trusted,7,0.258425926,0.2630555556,3.5,45-60
360072078,Indonesia,Male,60,Rural,Medium,Married,Lower,10,10,10,Not trusted,10,0.45,0.29,10,45-60
360071895,Indonesia,Male,60,Rural,Low,Married,Lower,10,9,9,Not trusted,10,0.28375,0.0688888889,9.5,45-60
360071118,Indonesia,Female,60,Rural,Medium,Widowed,Lower,9,1,10,Not trusted,10,0.392758519,0.3463888889,9.5,45-60
360070579,Indonesia,Male,60,Urban,Medium,Married,Lower,9,7,6,Not trusted,10,0.409166667,0.0688888889,7.5,45-60
360070367,Indonesia,Male,60,Rural,Medium,Married,Higher,7,7,7,Not trusted,10,0.248472222,0.2341666667,7,45-60
360071271,Indonesia,Female,60,Urban,Low,Married,Lower,10,10,10,Not trusted,10,0.172083333,0.2080555556,10,45-60
360071753,Indonesia,Female,60,Rural,High,Widowed,Lower,10,9,5,Not trusted,10,0.26537037,0.2905555556,7.5,45-60
360071090,Indonesia,Female,60,Rural,Medium,Married,Lower,3,10,4,Trusted,10,0.483149352,0.2811388889,3.5,45-60
360072609,Indonesia,Female,60,Rural,Medium,Married,Higher,10,8,8,Not trusted,10,0.403425926,0.2072222222,9,45-60
360071085,Indonesia,Female,60,Rural,Low,Widowed,Lower,1,1,1,Trusted,10,0.595555556,0.3188888889,1,45-60
360072378,Indonesia,Male,60,Rural,Low,Married,Middle,9,7,3,Not trusted,10,0.203425926,0.0966666667,6,45-60
360071779,Indonesia,Male,60,Urban,Medium,Married,Lower,1,10,1,Not trusted,10,0.352916667,0.3316666667,1,45-60
360072277,Indonesia,Female,60,Rural,High,Married,Lower,2,3,6,Not trusted,10,0.221666667,0.4297222222,4,45-60
458070054,Malaysia,Female,60,Rural,Medium,Married,Lower,9,10,10,Not trusted,10,0.262916667,0.0825,9.5,45-60
458070192,Malaysia,Male,60,Rural,Low,Married,Lower,6,6,6,Not trusted,5,0.468935185,0.4433333333,6,45-60
458070410,Malaysia,Male,60,Urban,Medium,Married,Lower,8,7,6,Trusted,7,0.64037037,0.4,7,45-60
458070434,Malaysia,Male,60,Urban,Medium,Married,Lower,9,9,7,Trusted,8,0.435555556,0.3452777778,8,45-60
458070557,Malaysia,Male,60,Urban,Medium,Married,Lower,8,7,7,Not trusted,7,0.36,0.305,7.5,45-60
458070595,Malaysia,Female,60,Urban,Medium,Single,Lower,7,7,7,Not trusted,10,0.293009259,0.5408333333,7,45-60
458070609,Malaysia,Male,60,Urban,Medium,Married,Higher,8,9,9,Not trusted,8,0.811388889,0.4977777778,8.5,45-60
458070633,Malaysia,Male,60,Urban,Medium,Married,Higher,5,4,3,Trusted,10,0.438287037,0.4430555556,4,45-60
458070940,Malaysia,Male,60,Urban,Low,Married,Higher,8,10,8,Not trusted,10,0.320231482,0.1797222222,8,45-60
458071210,Malaysia,Female,60,Urban,Low,Married,Lower,8,5,9,Not trusted,10,0.3325,0.2063888889,8.5,45-60
792072088,Turkey,Male,60,Rural,Medium,Married,Lower,5,6,6,Trusted,6,0.416111111,0.4016666667,5.5,45-60
792071890,Turkey,Female,60,Urban,Medium,Married,Lower,9,9,8,Trusted,10,0.218796296,0.305,8.5,45-60
792071383,Turkey,Male,60,Urban,Medium,Married,Lower,7,9,6,Not trusted,8,0.437083333,0.4536666667,6.5,45-60
792071685,Turkey,Female,60,Urban,Medium,Widowed,Middle,8,7,8,Not trusted,10,0.487592593,0.3733333333,8,45-60
792071663,Turkey,Female,60,Urban,Medium,Widowed,Lower,7,8,8,Not trusted,6,0.830462963,0.3594444444,7.5,45-60
792071876,Turkey,Male,60,Urban,High,Married,Lower,8,8,9,Trusted,3,0.494675926,0.595,8.5,45-60
344070481,Hong Kong SAR,Male,59,Urban,Medium,Married,Higher,8,8,8,Trusted,10,0.61542,0.3008583333,8,45-60
344071764,Hong Kong SAR,Male,59,Urban,High,Married,Higher,7,8,3,Trusted,1,0.489212963,0.5958333333,5,45-60
344070213,Hong Kong SAR,Female,59,Urban,Low,Married,Lower,10,10,10,Not trusted,5,0.450833333,0.305,10,45-60
344070434,Hong Kong SAR,Female,59,Urban,Low,Married,Lower,8,8,7,Not trusted,6,0.439537037,0.4552777778,7.5,45-60
344070589,Hong Kong SAR,Female,59,Urban,Low,Widowed,Lower,10,10,6,Not trusted,10,0.588333333,0.3183333333,8,45-60
344070680,Hong Kong SAR,Male,59,Urban,Medium,Married,Lower,10,3,6,Not trusted,4,0.381944444,0.5261111111,8,45-60
344070967,Hong Kong SAR,Female,59,Urban,Low,Widowed,Lower,5,8,5,Trusted,3,0.459537037,0.4141666667,5,45-60
344071002,Hong Kong SAR,Male,59,Urban,Low,Married,Middle,8,8,7,Not trusted,1,0.544768519,0.83,7.5,45-60
344070809,Hong Kong SAR,Male,59,Urban,Medium,Married,Higher,7,8,5,Not trusted,2,0.368842593,0.3883333333,6,45-60
344070114,Hong Kong SAR,Female,59,Urban,Medium,Married,Middle,8,7,10,Trusted,8,0.390092593,0.4566666667,9,45-60
344071844,Hong Kong SAR,Female,59,Urban,Medium,Married,Middle,7,5,5,Not trusted,7,0.39037037,0.7608333333,6,45-60
344070550,Hong Kong SAR,Male,59,Urban,Low,Married,Middle,7,7,5,Trusted,1,0.593240741,0.47,6,45-60
344070554,Hong Kong SAR,Female,59,Urban,Low,Widowed,Lower,7,6,6,Not trusted,2,0.269722222,0.4291666667,6.5,45-60
344072046,Hong Kong SAR,Male,59,Urban,Medium,Widowed,Higher,6,5,5,Not trusted,5,0.489212963,0.7891666667,5.5,45-60
344070724,Hong Kong SAR,Female,59,Urban,Medium,Married,Lower,5,8,6,Not trusted,7,0.546666667,0.2897222222,5.5,45-60
344070534,Hong Kong SAR,Female,59,Urban,Medium,Married,Lower,8,7,7,Not trusted,1,0.423981482,0.4016666667,7.5,45-60
344070224,Hong Kong SAR,Female,59,Urban,Medium,Married,Lower,7,7,7,Not trusted,1,0.408194444,0.4291666667,7,45-60
344071856,Hong Kong SAR,Male,59,Urban,High,Married,Middle,7,8,8,Not trusted,8,0.332777778,0.6230555556,7.5,45-60
360071607,Indonesia,Female,59,Rural,Low,Widowed,Lower,2,10,1,Not trusted,10,0.413518519,0.2913888889,1.5,45-60
360070735,Indonesia,Male,59,Urban,Medium,Married,Higher,10,9,9,Trusted,10,0.438425926,0.1933333333,9.5,45-60
360070283,Indonesia,Male,59,Rural,Medium,Married,Higher,8,5,7,Not trusted,10,0.366805556,0.3733333333,7.5,45-60
360070273,Indonesia,Female,59,Rural,High,Married,Higher,8,7,10,Not trusted,10,0.505,0.2491666667,9,45-60
360071594,Indonesia,Female,59,Rural,High,Married,Lower,8,3,6,Not trusted,10,0.438287037,0.2358333333,7,45-60
360071834,Indonesia,Female,59,Rural,Medium,Married,Higher,6,6,7,Not trusted,10,0.297916667,0.2213888889,6.5,45-60
360073097,Indonesia,Male,59,Urban,Low,Married,Lower,5,5,5,Not trusted,10,0.152083333,0.1941666667,5,45-60
360070519,Indonesia,Male,59,Urban,High,Married,Higher,8,8,7,Not trusted,10,0.450833333,0.2208333333,7.5,45-60
360071407,Indonesia,Female,59,Rural,Low,Widowed,Lower,10,10,10,Not trusted,10,0.538964167,0.3765,10,45-60
360072004,Indonesia,Female,59,Rural,Low,Widowed,Lower,10,10,10,Not trusted,10,0.339583333,0.2077777778,10,45-60
360072495,Indonesia,Female,59,Urban,Low,Single,Lower,5,6,2,Not trusted,10,0.33875,0.0688888889,3.5,45-60
458070160,Malaysia,Female,59,Rural,High,Married,Lower,7,8,8,Not trusted,10,0.413518519,0.3602777778,7.5,45-60
458070366,Malaysia,Male,59,Rural,Medium,Married,Higher,7,8,8,Trusted,8,0.630277778,0.3605555556,7.5,45-60
458070404,Malaysia,Male,59,Urban,Medium,Married,Lower,6,7,5,Not trusted,3,0.429722222,0.7616666667,5.5,45-60
458070405,Malaysia,Male,59,Urban,High,Married,Higher,9,8,9,Trusted,10,0.573657407,0.2619444444,9,45-60
458070412,Malaysia,Female,59,Urban,Medium,Married,Higher,8,8,8,Not trusted,8,0.508148148,0.3880555556,8,45-60
458070439,Malaysia,Male,59,Urban,Medium,Married,Lower,8,8,5,Not trusted,10,0.221111111,0.3458333333,6.5,45-60
458070560,Malaysia,Male,59,Urban,Medium,Married,Lower,9,8,8,Not trusted,10,0.223009259,0.3188888889,8.5,45-60
458070562,Malaysia,Male,59,Urban,Medium,Married,Higher,8,7,7,Not trusted,8,0.433796296,0.4013888889,7.5,45-60
458070579,Malaysia,Female,59,Urban,Medium,Single,Lower,7,9,6,Not trusted,8,0.631388889,0.6361111111,6.5,45-60
458070587,Malaysia,Male,59,Urban,Low,Single,Higher,8,9,8,Not trusted,6,0.449722222,0.2902777778,8,45-60
458070608,Malaysia,Female,59,Urban,Medium,Married,Lower,7,8,6,Not trusted,9,0.480509259,0.4283333333,6.5,45-60
458070632,Malaysia,Female,59,Urban,Medium,Married,Lower,7,7,8,Not trusted,10,0.623611111,0.4705555556,7.5,45-60
458070649,Malaysia,Female,59,Urban,Medium,Divorced,Middle,7,10,6,Not trusted,10,0.561666667,0.3183333333,6.5,45-60
458070675,Malaysia,Male,59,Urban,High,Married,Higher,8,8,9,Not trusted,8,0.325416667,0.5391666667,8.5,45-60
458070676,Malaysia,Male,59,Urban,High,Married,Higher,9,9,8,Not trusted,8,0.383703704,0.3455555556,8.5,45-60
458070690,Malaysia,Male,59,Urban,Medium,Married,Higher,6,7,7,Trusted,8,0.494814815,0.3586111111,6.5,45-60
458071082,Malaysia,Female,59,Urban,Medium,Married,Higher,7,7,6,Not trusted,10,0.37837963,0.2630555556,6.5,45-60
792071661,Turkey,Male,59,Urban,Medium,Married,Lower,7,8,7,Not trusted,7,0.357685185,0.2897222222,7,45-60
792071726,Turkey,Female,59,Rural,Medium,Married,Lower,5,7,2,Not trusted,10,0.196203704,0.1677252778,3.5,45-60
792071044,Turkey,Female,59,Rural,Medium,Married,Lower,7,7,6,Not trusted,10,0.377037037,0.4291666667,6.5,45-60
792071072,Turkey,Female,59,Rural,Medium,Married,Lower,7,8,6,Not trusted,10,0.444444444,0.235,6.5,45-60
792070944,Turkey,Female,59,Urban,High,Married,Higher,8,8,8,Not trusted,1,0.246712963,0.4158333333,8,45-60
792071619,Turkey,Male,59,Urban,Low,Married,Lower,1,8,1,Trusted,10,0.322962963,0.1105555556,1,45-60
344071817,Hong Kong SAR,Male,58,Urban,Medium,Single,Middle,8,7,8,Not trusted,1,0.374444444,0.305,8,45-60
344071827,Hong Kong SAR,Female,58,Urban,Medium,Single,Higher,7,8,6,Trusted,10,0.214166667,0.4141666667,6.5,45-60
344071526,Hong Kong SAR,Male,58,Urban,Medium,Married,Middle,6,7,6,Trusted,6,0.435972222,0.3327777778,6,45-60
344070594,Hong Kong SAR,Female,58,Urban,Low,Single,Lower,1,1,1,Not trusted,5,0.311666667,0.3325,1,45-60
344070553,Hong Kong SAR,Female,58,Urban,Medium,Married,Middle,8,8,10,Trusted,8,0.410925926,0.1513888889,9,45-60
344071860,Hong Kong SAR,Female,58,Urban,Medium,Married,Lower,7,6,6,Not trusted,5,0.489212963,0.6916666667,6.5,45-60
344070031,Hong Kong SAR,Female,58,Urban,Low,Single,Middle,9,5,9,Not trusted,5,0.262777778,0.8308333333,9,45-60
344071862,Hong Kong SAR,Female,58,Urban,Medium,Married,Middle,7,7,7,Not trusted,8,0.470833333,0.5677777778,7,45-60
344070262,Hong Kong SAR,Female,58,Urban,Medium,Married,Middle,7,8,8,Trusted,9,0.450277778,0.2480555556,7.5,45-60
344071815,Hong Kong SAR,Female,58,Urban,Medium,Married,Higher,9,8,9,Not trusted,8,0.371851852,0.3177777778,9,45-60
344071503,Hong Kong SAR,Female,58,Urban,Low,Married,Middle,9,9,8,Not trusted,2,0.318611111,0.6083333333,8.5,45-60
344071824,Hong Kong SAR,Female,58,Urban,Medium,Married,Higher,8,8,9,Not trusted,8,0.366944444,0.5127777778,8.5,45-60
344070227,Hong Kong SAR,Male,58,Urban,Medium,Married,Higher,7,8,8,Trusted,2,0.589586667,0.4576141667,7.5,45-60
344070870,Hong Kong SAR,Male,58,Urban,Medium,Married,Middle,6,8,6,Not trusted,8,0.506111111,0.5965266667,6,45-60
344071117,Hong Kong SAR,Male,58,Urban,Medium,Single,Middle,4,7,8,Trusted,6,0.393101852,0.5947222222,6,45-60
344071387,Hong Kong SAR,Female,58,Urban,Medium,Married,Lower,5,4,5,Not trusted,6,0.584537037,0.7483333333,5,45-60
344071488,Hong Kong SAR,Male,58,Urban,Low,Married,Middle,7,7,4,Trusted,5,0.477638889,0.4702777778,5.5,45-60
344072009,Hong Kong SAR,Female,58,Urban,High,Married,Higher,9,9,9,Trusted,5,0.653981482,0.4419444444,9,45-60
344070441,Hong Kong SAR,Male,58,Urban,Medium,Divorced,Lower,4,2,4,Not trusted,5,0.737314815,0.5669444444,4,45-60
344071952,Hong Kong SAR,Female,58,Urban,Low,Married,Lower,6,6,6,Not trusted,5,0.47412037,0.7488888889,6,45-60
344070179,Hong Kong SAR,Female,58,Urban,Medium,Divorced,Lower,6,10,6,Not trusted,4,0.397592593,0.2633333333,6,45-60
344072031,Hong Kong SAR,Male,58,Urban,Medium,Married,Middle,9,9,9,Trusted,1,0.18,0.4433333333,9,45-60
344071847,Hong Kong SAR,Male,58,Urban,Medium,Single,Higher,5,6,4,Not trusted,4,0.54287037,0.4569444444,4.5,45-60
344070794,Hong Kong SAR,Female,58,Urban,Medium,Married,Middle,7,7,7,Trusted,1,0.515092593,0.3900816667,7,45-60
344071814,Hong Kong SAR,Female,58,Urban,Medium,Divorced,Middle,5,7,5,Not trusted,10,0.362453704,0.2905555556,5,45-60
344071868,Hong Kong SAR,Female,58,Urban,Medium,Married,Middle,6,3,4,Not trusted,3,0.429444444,0.3175,5,45-60
344071840,Hong Kong SAR,Female,58,Urban,Medium,Married,Middle,6,6,5,Trusted,6,0.436111111,0.4983333333,5.5,45-60
344071977,Hong Kong SAR,Female,58,Urban,Low,Married,Middle,7,6,7,Not trusted,5,0.541111111,0.5266666667,7,45-60
360072189,Indonesia,Female,58,Rural,Low,Married,Lower,10,4,1,Not trusted,10,0.31125,0.4161111111,5.5,45-60
360073044,Indonesia,Female,58,Rural,Low,Married,Lower,10,1,1,Not trusted,10,0.258703704,0.4436111111,5.5,45-60
360070890,Indonesia,Female,58,Rural,Low,Divorced,Lower,10,10,1,Not trusted,10,0.21662037,0.1527777778,5.5,45-60
360071152,Indonesia,Female,58,Rural,Medium,Married,Lower,10,10,5,Not trusted,10,0.386018519,0.2072222222,7.5,45-60
360070677,Indonesia,Male,58,Urban,Low,Married,Lower,10,10,10,Not trusted,10,0.31125,0.2080555556,10,45-60
360070927,Indonesia,Male,58,Rural,Medium,Married,Lower,10,10,5,Not trusted,10,0.310185185,0.1388888889,7.5,45-60
360070799,Indonesia,Male,58,Urban,Medium,Married,Middle,10,10,5,Trusted,6,0.457361111,0.4013888889,7.5,45-60
360070730,Indonesia,Female,58,Urban,Medium,Married,Middle,10,2,1,Not trusted,8,0.590648148,0.2777777778,5.5,45-60
360072321,Indonesia,Male,58,Urban,Medium,Married,Lower,8,7,8,Not trusted,10,0.197824074,0.3602777778,8,45-60
360072043,Indonesia,Male,58,Rural,Medium,Widowed,Lower,8,2,1,Not trusted,10,0.17087963,0.2766666667,4.5,45-60
360071499,Indonesia,Male,58,Rural,Medium,Married,Lower,6,10,6,Not trusted,10,0.249166667,0.125,6,45-60
360072671,Indonesia,Male,58,Rural,High,Married,Lower,10,10,10,Trusted,10,0.253333333,0.1936111111,10,45-60
360072829,Indonesia,Female,58,Rural,Low,Married,Middle,3,6,1,Not trusted,10,0.092314815,0.5127777778,2,45-60
360071810,Indonesia,Female,58,Rural,Medium,Married,Middle,9,9,8,Not trusted,9,0.247685185,0.1658333333,8.5,45-60
360072231,Indonesia,Female,58,Rural,Medium,Widowed,Lower,10,2,5,Not trusted,5,0.705462963,0.5125,7.5,45-60
360070912,Indonesia,Female,58,Rural,Low,Married,Lower,10,10,10,Not trusted,10,0.46375,0.0833333333,10,45-60
360070959,Indonesia,Male,58,Rural,Medium,Married,Lower,9,10,7,Not trusted,10,0.457222222,0.3180555556,8,45-60
360070789,Indonesia,Male,58,Urban,Low,Married,Lower,7,8,4,Not trusted,9,0.443611111,0.3747222222,5.5,45-60
360070427,Indonesia,Female,58,Rural,Medium,Married,Lower,1,10,1,Not trusted,10,0.487037037,0.2491666667,1,45-60
458070137,Malaysia,Male,58,Rural,Low,Married,Lower,8,8,8,Trusted,10,0.395,0.0413888889,8,45-60
458070164,Malaysia,Female,58,Rural,Low,Widowed,Lower,8,8,8,Not trusted,8,0.353055556,0.3741666667,8,45-60
458070174,Malaysia,Male,58,Rural,Low,Married,Lower,10,4,10,Not trusted,10,0.304583333,0.0688888889,10,45-60
458070204,Malaysia,Male,58,Rural,Low,Married,Lower,7,6,7,Not trusted,7,0.531712963,0.4305555556,7,45-60
458070235,Malaysia,Male,58,Rural,Medium,Married,Lower,8,10,9,Not trusted,10,0.172916667,0,8.5,45-60
458070268,Malaysia,Female,58,Rural,Low,Married,Lower,4,4,5,Not trusted,9,0.332083333,0.055,4.5,45-60
458070299,Malaysia,Female,58,Rural,Medium,Married,Lower,8,10,9,Not trusted,10,0.439398148,0.2916666667,8.5,45-60
458070329,Malaysia,Male,58,Rural,Low,Married,Lower,7,6,6,Not trusted,10,0.304444444,0.4291666667,6.5,45-60
458070354,Malaysia,Female,58,Rural,Low,Married,Lower,4,7,6,Not trusted,10,0.433796296,0.3325,5,45-60
458070401,Malaysia,Male,58,Urban,Medium,Married,Middle,4,6,4,Not trusted,5,0.644444444,0.415,4,45-60
458070407,Malaysia,Male,58,Urban,Medium,Married,Lower,7,7,7,Not trusted,5,0.664722222,0.5944444444,7,45-60
458070451,Malaysia,Male,58,Urban,Medium,Married,Higher,7,8,7,Trusted,9,0.385046296,0.11,7,45-60
458070466,Malaysia,Male,58,Urban,High,Married,Higher,9,8,6,Trusted,10,0.526111111,0.1925,7.5,45-60
458070482,Malaysia,Male,58,Urban,Medium,Married,Lower,6,5,6,Not trusted,9,0.348287037,0.4561111111,6,45-60
458070504,Malaysia,Female,58,Urban,Low,Married,Lower,1,2,1,Not trusted,6,0.385046296,0.5813888889,1,45-60
458070563,Malaysia,Male,58,Urban,Medium,Married,Lower,5,9,5,Not trusted,8,0.477638889,0.3869444444,5,45-60
458070567,Malaysia,Female,58,Urban,Medium,Separated,Lower,9,8,6,Not trusted,7,0.519861111,0.5811111111,7.5,45-60
458070574,Malaysia,Male,58,Urban,Medium,Married,Lower,8,8,8,Trusted,10,0.559351852,0.2633333333,8,45-60
458070583,Malaysia,Female,58,Urban,Medium,Divorced,Higher,8,8,7,Not trusted,6,0.34462963,0.3594444444,7.5,45-60
458070604,Malaysia,Male,58,Urban,High,Married,Higher,10,7,8,Not trusted,10,0.357268519,0.235,9,45-60
458070624,Malaysia,Female,58,Urban,Low,Married,Lower,7,6,7,Not trusted,6,0.482685185,0.5961111111,7,45-60
458071012,Malaysia,Male,58,Urban,Medium,Married,Higher,7,10,6,Not trusted,10,0.159166667,0.1652777778,6.5,45-60
792071725,Turkey,Male,58,Urban,Low,Married,Lower,6,8,5,Not trusted,10,0.418703704,0.3183333333,5.5,45-60
792071180,Turkey,Female,58,Urban,Medium,Married,Lower,6,6,5,Not trusted,10,0.359166667,0.1244444444,5.5,45-60
792071088,Turkey,Female,58,Urban,Medium,Married,Lower,7,6,5,Not trusted,10,0.390092593,0.4291666667,6,45-60
792071290,Turkey,Male,58,Urban,Medium,Married,Middle,6,4,4,Not trusted,10,0.571759259,0.5637808333,5,45-60
792071746,Turkey,Female,58,Urban,Medium,Married,Lower,8,8,8,Trusted,10,0.39662037,0.2908333333,8,45-60
792070473,Turkey,Female,58,Urban,Medium,Widowed,Higher,6,5,5,Not trusted,6,0.548333333,0.4425,5.5,45-60
792072194,Turkey,Male,58,Urban,Medium,Married,Middle,6,1,6,Not trusted,10,0.280626852,0.1525,6,45-60
